gene,gene_betweeness,gene_degree,replication_time,noncoding_mutation_rate,local_GC_content,HiC_compartment,local_gene_density,wgs_mean_depth,wgs_percent_20x,capture_on_target_rate,capture_mean_depth,capture_pct200,capture_mean_percentGC
KDM6B,3.87E-06,11,337,2.33E-06,0.50047,0.02393907,58,32.94595,65.35135,0.9645465,89.42295,8.931148,60.90755
KDM8,2.02E-08,2,448,3.70E-06,0.49541,0.02675614,3,48.18919,95.97297,0.9048631,134.459,16.31803,55.85234
KDR,4.50E-05,31,706,3.35E-06,0.39404,0.002962429,3,53.48649,97.86486,0.8811638,127.1967,14.01311,43.26744
KDSR,0.000142828,17,278,2.64E-06,0.41946,0.07697485,5,49.10811,94.05405,0.8444641,118.718,12.79344,42.90907
KEAP1,0.000613566,90,207,2.18E-06,0.52773,0.0303181,34,44.32432,86.86486,0.9300735,88.79344,8.606557,57.09548
KEL,9.89E-07,4,676,3.73E-06,0.48302,0.002153469,9,52.94595,98.75676,0.8766975,146.3049,19.85246,53.6842
KERA,0,1,523,3.35E-06,0.3463,-0.01723185,4,52.21622,97.97297,0.9696135,143.2754,20.98689,38.84706
KHDRBS1,0.001094619,153,133,1.80E-06,0.44862,0.03254147,14,48.27027,87.83784,0.8780604,108.6164,13.68525,44.67902
KHDRBS2,0.000164051,74,1153,7.63E-06,0.3509043,-0.03199909,1,46.08108,93.02703,0.7573021,97.8,5.806557,40.55951
KHDRBS3,4.02E-05,38,1124,6.40E-06,0.3999833,-0.0242535,2,53.35135,94.32432,0.6939139,120.177,14.47869,41.23529
KHK,2.00E-05,16,238,1.98E-06,0.51674,0.049806,24,50.02703,92.43243,0.8920494,111.0098,10.09836,57.67828
KHSRP,0.000196461,72,219,2.79E-06,0.53167,0.03274363,31,42.21622,77.67568,0.8671801,45.36393,1.042623,58.04661
KIAA0020,5.97E-05,62,763,2.46E-06,0.38989,0.01574145,4,47,96.59459,0.8737068,132.1049,19.55082,40.12571
KIAA0100,1.60E-07,2,225,2.22E-06,0.4983,0.03084639,22,55.78378,98.27027,0.9330601,142.2328,18.71475,48.90204
KIAA0101,1.13E-05,25,263,2.13E-06,0.39818,0.03269247,11,42.24324,90.7027,0.8319699,124.8295,18.02623,50.72483
KIAA0141,1.21E-06,3,321,1.85E-06,0.47791,0.0481187,50,42.62162,88.18919,0.9069824,130.2098,15.82295,54.1639
KIAA0195,1.21E-06,5,195,2.34E-06,0.45247,0.01876209,34,49.10811,92.78378,0.9032942,134.8492,16.58033,59.85332
KIAA0196,1.26E-05,18,520,2.92E-06,0.40387,0.02472502,10,60.2973,97.81081,0.8791824,122.4984,13.77377,40.34822
KIAA0226,5.86E-07,8,252,5.03E-06,0.474665,0.0498268,9,63.05405,96.10811,0.8806724,143.0262,19.56393,53.61416
KIAA0226L,5.00E-07,2,791,2.84E-06,0.41405,0.05015184,8,49.83784,96.40541,0.8540969,54.07213,3.809836,43.63188
KIAA0232,1.78E-05,11,179,2.09E-06,0.472085,0.04992696,10,53.45946,99.51351,0.9347294,111.9541,9.514754,41.24601
KIAA0319,1.01E-07,2,373,2.92E-06,0.423575,0.0192809,7,50.81081,97.72973,0.8503266,139.4525,18.15738,47.40733
KIAA0319L,1.56E-05,9,451,1.99E-06,0.4146167,0.02660742,11,53.51351,98.54054,0.8880821,139.6918,16.7377,46.94435
KIAA0355,0,2,216,2.66E-06,0.441185,-0.001235858,6,52.59459,94.67568,0.8687395,136.7934,18.26885,51.83072
KIAA0368,0.000489032,116,419,2.43E-06,0.388615,0.02809914,5,51,95.21622,0.8739629,78.82295,8.606557,40.96347
KIAA0391,4.51E-06,8,321,2.00E-06,0.40806,0.03793349,9,58.35135,98.2973,0.7392118,99.91475,5.92459,41.14754
KIAA0408,4.89E-05,26,811,3.82E-06,0.39645,-0.009773808,5,56,98.81081,0.9580422,149.2754,19.77049,40.1023
KIAA0430,1.42E-06,3,282,3.45E-06,0.45612,0.02943282,10,51.16216,98.2973,0.9258376,141.7344,18.29508,43.98006
KIAA0513,0,1,273,2.42E-06,0.51217,0.03165551,15,46.54054,91.21622,0.7965747,77.66557,3.37377,56.18707
KIAA0586,2.60E-06,2,454,2.90E-06,0.38385,0.03327777,8,44.94595,94,0.772852,59.66557,3.455738,38.0214
KIAA0753,1.91E-06,7,285,2.75E-06,0.48459,0.01019911,9,46.91892,96.7027,0.8972499,140.5443,19.68525,43.46647
KIAA0825,1.53E-06,2,515,2.51E-06,0.369565,0.002619026,4,40.89189,89.78378,0.4094024,72.7082,0.8918033,33.099
KIAA0895,0,1,285,3.14E-06,0.430755,0.01745253,4,50.10811,91.05405,0.9124202,117.8623,10.74754,41.93082
KIAA0907,2.02E-05,13,174,2.30E-06,0.45791,0.03210115,38,50.56757,94.08108,0.8864161,137.4689,17.69836,44.02581
KIAA0922,7.82E-06,7,454,2.75E-06,0.4113467,0.0391401,7,46.83784,94.94595,0.8739377,116.6131,11.45902,40.77642
KIAA0930,1.10E-05,14,225,2.43E-06,0.48538,0.009360556,9,42.21622,81.43243,0.869179,108.4033,12.23607,59.17793
KIAA1033,1.91E-05,23,387,2.78E-06,0.38545,0.03360392,8,43.86486,90.97297,0.8872264,116.5639,12.16721,33.33938
KIAA1143,1.36E-06,4,426,1.88E-06,0.414145,0.02702546,10,42.10811,90.97297,0.8728258,140.2197,17.01967,38.55726
KIAA1147,8.80E-07,4,781,3.72E-06,0.4066,0.01744306,5,47,85.21622,0.8526293,44.65902,2.62623,54.08447
KIAA1161,4.32E-06,6,302,2.04E-06,0.43786,0.03756575,13,46.48649,66.54054,0.9405724,50.53443,2.701639,63.19557
KIAA1191,2.07E-05,9,427,3.31E-06,0.42097,0.02814029,9,47.2973,95.94595,0.9196829,143.8361,18.40656,50.17973
KIAA1211,9.46E-07,3,489,2.72E-06,0.403425,0.01742622,8,45.54054,88.67568,0.869578,84.28197,8.986885,52.5976
KIAA1217,1.48E-05,18,839,3.50E-06,0.404432,-0.0148172,3,51.62162,96.7027,0.8300132,116.1213,10.99344,49.11767
KIAA1279,0.000402994,43,246,1.83E-06,0.41498,0.05245473,14,49.35135,93.86486,0.8895374,114.918,10.99672,42.50112
KIAA1328,0,1,893,3.25E-06,0.38948,-0.000712499,6,49.86486,94.62162,0.775328,61.99672,5.465574,40.03924
KIAA1377,0.000179512,78,411,3.34E-06,0.374735,-0.01921446,4,47.13514,94.32432,0.921455,129.0852,14.2,37.75733
KIAA1407,0,1,487,2.90E-06,0.395215,0.02866398,11,57.75676,96.94595,0.8991188,204.7115,40.2623,43.70537
KIAA1429,2.09E-05,17,405,2.77E-06,0.38966,0.03643486,8,55.78378,95.89189,0.9233016,131.4131,15.86557,39.11362
KIAA1456,1.17E-06,4,643,5.65E-06,0.41375,-0.01093751,7,47.43243,96.40541,0.9063071,74.60984,3.383607,45.25081
KIAA1462,1.25E-07,2,520,3.19E-06,0.45147,0.01233935,3,49.21622,95.21622,0.9830723,193.3311,34.13115,54.97856
KIAA1467,7.59E-06,10,196,2.87E-06,0.435005,0.007422868,14,60.37838,98.18919,0.8875159,148.1869,20.40328,47.45289
KIAA1468,2.01E-06,8,374,2.53E-06,0.34709,0.04008591,5,41.54054,89.75676,0.8902318,106.2164,9.27541,39.55742
KIAA1522,3.33E-06,7,195,1.65E-06,0.5198,0.02562997,25,39.7027,72.18919,0.9408903,78.38689,6.016393,61.29033
KIAA1524,2.63E-05,19,867,4.23E-06,0.367425,0.00155591,6,49.78378,93,0.9025932,117.6984,14.21311,33.7951
KIAA1549,1.90E-05,13,289,2.82E-06,0.441085,0.01835665,7,53.67568,96.91892,0.9152111,79.14426,7.957377,50.90502
KIAA1549L,4.80E-07,2,524,2.53E-06,0.424135,0.01920161,8,51.54054,97.91892,0.9233892,92.50492,11.19016,50.61237
KIAA1551,0,1,442,2.92E-06,0.43162,0.02725689,7,64.45946,99.56757,0.9786746,128.9213,13.43279,37.05182
KIAA1586,0,1,348,5.02E-06,0.39025,0.02855885,5,46.59459,91.62162,0.911329,115.6361,11.85902,35.30151
KIAA1598,3.84E-05,29,533,3.49E-06,0.41073,-0.01403684,9,45.64865,93.75676,0.8359152,92.57049,7.836066,38.29739
KIAA1683,1.40E-05,12,210,2.46E-06,0.54656,0.04286559,33,43.83784,84.05405,0.9732385,131.0557,13.83279,60.9699
KIAA1715,7.83E-05,12,967,4.03E-06,0.383375,0.0105115,3,42.16216,89.86486,0.8646503,99.70164,8.177049,37.63791
KIAA1804,2.02E-07,2,392,3.32E-06,0.398155,0.004775126,5,46.2973,85.86486,0.9202159,89.11803,7.032787,46.11865
KIAA1841,0,2,302,2.41E-06,0.396935,0.03006304,7,53,93.97297,0.8847708,142.5738,16.36393,34.91639
KIAA1919,1.85E-05,5,424,2.02E-06,0.40308,0.02988562,9,52.75676,96.78378,0.9545185,162.682,27.58689,40.23055
KIAA1958,1.89E-06,13,374,2.06E-06,0.3998633,0.0113784,9,50.10811,95.40541,0.8946742,131.518,16.64918,51.00979
KIAA2013,5.41E-05,14,207,2.07E-06,0.50503,0.0426829,21,38.78378,71.97297,0.9332023,67.94754,5.429508,58.0566
KIAA2018,0,1,419,2.73E-06,0.40376,0.02421805,9,66,99.2973,0.9796446,157.0361,21.30492,42.03862
KIAA2022,0,2,,3.68E-06,0.3933333,0.006660569,4,32.91892,85.02703,0.9539072,105.3279,9.554098,43.29859
KIAA2026,1.67E-06,4,317,2.09E-06,0.393355,0.02642,12,49.51351,95.35135,0.980046,138.8361,18.54754,40.73064
KIDINS220,3.46E-05,13,559,2.14E-06,0.43798,0.01437404,3,51.83784,96.05405,0.900539,143.977,20.31803,41.39497
KIF11,7.69E-05,32,312,2.04E-06,0.4133,0.01986502,7,46,95.81081,0.8913151,106.4098,8.577049,35.02596
KIF12,1.51E-06,2,558,2.18E-06,0.4841,0.000431863,16,45.40541,94.24324,0.9107858,81.67541,5.813115,60.07702
KIF13A,2.27E-06,9,363,2.62E-06,0.41586,0.000690637,5,50.05405,95.81081,0.8546532,91.58033,9.603279,45.16658
KIF13B,8.41E-06,9,417,2.07E-06,0.4144333,0.04193945,8,45.32432,89.7027,0.8455196,78.2,8.442623,43.41698
KIF14,1.99E-05,15,370,2.98E-06,0.41879,0.006814943,4,49.13514,93.97297,0.9064467,146.9016,20.31803,35.82659
KIF15,3.80E-06,12,426,1.85E-06,0.41121,0.02560746,11,46.67568,96.16216,0.8788491,110.0262,11.12459,37.23472
KIF16B,0,1,867,3.93E-06,0.4144325,-0.02595396,2,54.51351,97.21622,0.8996207,146.6557,23.99016,43.58273
KIF17,1.38E-07,3,208,1.99E-06,0.498425,0.0347583,20,41.54054,83.37838,0.8927794,93.45574,5.852459,60.01024
KIF18A,9.76E-07,6,482,3.55E-06,0.359645,-0.0106868,6,41.64865,88.67568,0.898421,119.0689,14.24918,35.18724
KIF18B,9.46E-07,4,191,2.43E-06,0.50338,0.03373547,28,48.43243,92.78378,0.8688523,49.70164,1.970492,59.98841
KIF1A,0.000101005,33,446,2.67E-06,0.561565,0.028987,15,44.75676,82.37838,0.7875889,53.31148,3.262295,60.95977
KIF1B,4.94E-05,17,306,1.38E-06,0.4300533,0.02520895,11,50.83784,98.43243,0.8920376,132.0492,16.58033,43.99104
KIF1C,1.28E-05,10,343,2.23E-06,0.53573,0.02554171,34,44.67568,87.72973,0.9020576,104.7311,12.46557,56.9901
KIF20A,0.000110906,13,314,1.88E-06,0.42408,0.04956294,12,53.16216,97.64865,0.9465066,125.2393,14.60328,47.98689
KIF20B,0.000105181,4,401,2.69E-06,0.38117,0.02319673,17,41.16216,91.18919,0.9249099,93.95738,5.363934,31.87906
KIF21A,8.48E-06,8,675,3.97E-06,0.3718833,-0.01862202,2,48.64865,94.62162,0.8967039,140.3082,20.67541,38.2186
KIF21B,2.63E-06,4,490,2.57E-06,0.491,0.03189912,9,47.32432,92.51351,0.8952254,132.0852,17.41311,59.8202
KIF23,0.00014796,37,298,2.33E-06,0.44082,0.01855886,8,48.91892,95.24324,0.887374,108.2492,10.14426,38.28084
KIF24,2.09E-07,3,186,2.03E-06,0.436475,0.04300262,10,59.13514,97.2973,0.8897956,134.8393,21.58689,46.95345
KIF26A,0,2,468,2.78E-06,0.61288,0.03231446,14,35.97297,59.08108,0.8659944,18.17377,0.009836066,67.96796
KIF26B,8.11E-06,12,825,3.48E-06,0.447305,-0.005389026,7,43.62162,83.02703,0.7921914,51.37377,2.967213,57.34338
KIF27,0,1,285,2.51E-06,0.388185,0.004984735,6,49.7027,97.02703,0.9319295,159.0885,25.37377,38.20124
KIF2A,1.54E-05,16,575,3.24E-06,0.40075,0.03305107,4,40.83784,89.13514,0.7355257,56.62623,3.954098,35.06631
KIF2C,8.90E-05,30,191,1.91E-06,0.48357,0.04295278,21,52.72973,98.43243,0.879063,139.7213,17.93115,50.86615
KIF3A,6.64E-05,21,356,1.69E-06,0.42534,0.0591933,17,42.89189,93.48649,0.9032517,144.2885,21.76721,36.98237
KIF3B,1.80E-05,13,146,2.34E-06,0.465135,0.0580093,23,59.86486,98.94595,0.9000263,97.97049,6.990164,46.45392
KIF3C,0,2,166,1.93E-06,0.45655,0.03960902,6,47.51351,89.59459,0.9190953,137.5607,16.7541,58.64352
KIF4A,7.98E-05,18,,3.11E-06,0.4217,0.04466399,12,31.81081,83.91892,0.8492525,61.77377,1.77377,41.99054
KIF4B,0,1,461,3.33E-06,0.41101,0.03840497,11,54.21622,98.27027,0.9768129,131.3148,16.21967,43.99064
KIF5A,3.77E-05,23,303,2.25E-06,0.50751,0.04393994,32,52.2973,95.62162,0.8890014,117.3115,14.65574,50.91916
KIF5B,0.000270164,84,166,3.23E-06,0.403495,0.02905301,3,54.40541,94.37838,0.8897913,111.5508,8.865574,36.02078
KIF5C,7.55E-05,23,682,2.37E-06,0.4206514,0.000346924,3,52.59459,94.54054,0.7933823,44.14098,1.052459,43.95451
KIF6,1.17E-06,4,940,3.73E-06,0.421275,0.02629905,9,50.08108,94.62162,0.82169,133.8885,16.23607,44.81177
KIF7,1.57E-06,4,319,2.41E-06,0.42334,0.02674353,10,40.59459,80.67568,0.9020801,77.25902,6.370492,61.35766
KIF9,5.82E-06,13,242,1.61E-06,0.440765,0.04598892,19,48.13514,96.05405,0.8419851,143.3049,18.57049,49.95874
KIFAP3,2.20E-05,19,743,3.96E-06,0.36588,0.002053466,13,43.16216,89.51351,0.8336147,112.6984,11.42951,36.08175
KIFC1,6.07E-06,8,236,2.73E-06,0.49336,0.03077963,35,50.45946,95.45946,0.8692891,144.0328,20.92131,55.32953
KIFC2,3.10E-06,4,200,3.54E-06,0.59153,0.03603543,37,44.05405,72.78378,0.9606588,71.49836,6.468852,63.21562
KIFC3,0.000427023,96,148,1.65E-06,0.538085,0.0293005,23,42.10811,84,0.8863523,77.68197,6.360656,62.54927
KIN,4.51E-06,10,447,4.30E-06,0.4203,0.003991035,6,49.72973,95.81081,0.8757188,146.3148,18.49836,39.07722
KIR2DL3,2.37E-06,2,625,4.94E-06,0.45067,-0.009998965,39,42.10811,82.59459,0.8574324,242.5607,55.48525,51.60156
KIR2DL4,3.16E-06,5,620,4.73E-06,0.46861,-0.02332804,42,26.94595,62.78378,0.886542,132.2951,16.6918,52.7216
KIR3DL1,6.36E-06,5,620,4.73E-06,0.46861,-0.02332804,42,36.75676,77.02703,0.8730998,201.3443,38.55738,51.92572
KIR3DL2,0,2,620,4.73E-06,0.46861,-0.02332804,42,35.21622,78.51351,0.8779792,214.7934,42.99672,52.45571
KIR3DP1,0,1,620,4.83E-06,0.45964,-0.0166635,39,37.48649,77.16216,0.317261,208.8295,44.12459,51.98322
KIRREL,1.60E-05,13,589,6.09E-06,0.45125,0.01285721,8,49.86486,94.48649,0.8437752,129.2492,18.1082,57.33028
KIRREL2,9.53E-06,10,321,2.63E-06,0.53191,0.04707956,46,47.75676,88.64865,0.9100531,129.082,18.13443,60.22056
KISS1,0.000104213,2,370,2.64E-06,0.51223,0.03423691,15,37,67.94595,0.8195936,21.48852,0,63.92552
KISS1R,0,1,206,3.51E-06,0.6045,0.04372469,31,28.64865,49.78378,0.9081634,9.377049,0,69.8992
KIT,0.000193375,40,649,3.49E-06,0.40931,0.000420871,4,52.7027,97.72973,0.8809303,119.3803,12.24262,41.8746
KITLG,1.25E-06,6,419,2.81E-06,0.36776,-0.0292638,5,50.27027,95.83784,0.841638,102.6328,12.58033,35.62765
KIZ,1.62E-07,2,632,4.02E-06,0.418095,-0.01342217,4,52.13514,95.51351,0.6786292,54.82951,3.170492,40.0893
KLC1,0.000340993,42,204,2.47E-06,0.505605,0.04134192,14,45.27027,95.40541,0.7592306,114.859,10.67869,43.66997
KLC2,0.000110439,41,236,1.99E-06,0.50776,0.05313269,44,44.43243,87.7027,0.9140031,83.91803,3.954098,62.37599
KLC3,8.90E-05,36,215,2.12E-06,0.5236,0.02319392,30,42,78.2973,0.8331782,57.74426,4.157377,61.89747
KLC4,0.000151775,41,301,2.20E-06,0.51509,0.04199543,23,55.27027,97.51351,0.8609559,97.96393,6.92459,55.03515
KLF1,1.10E-05,17,226,2.82E-06,0.54843,0.03240132,35,36.24324,65.45946,0.8922619,40.2623,1.878689,64.54905
KLF10,2.63E-05,17,178,2.79E-06,0.45496,0.04153561,5,55.97297,95.05405,0.9471804,141.1508,20.23934,46.54822
KLF11,3.66E-05,16,234,1.89E-06,0.43675,0.04166601,10,51.10811,88.89189,0.9494195,124.5279,13.03607,52.30061
KLF12,2.81E-06,4,755,3.05E-06,0.3810133,0.04079486,3,52.7027,98.89189,0.7794609,105.3311,5.580328,44.28078
KLF13,5.07E-06,9,324,2.96E-06,0.51502,0.0348886,5,15.48649,26.10811,0.6185824,14.7541,0,66.88328
KLF15,9.09E-06,7,600,3.33E-06,0.44745,0.03394899,7,50.59459,90.81081,0.9041449,45.67541,1.206557,61.02343
KLF16,1.32E-06,5,214,2.43E-06,0.59276,0.02595889,38,23.78378,38.67568,0.7709451,24.47213,0,68.34339
KLF17,0,1,167,1.87E-06,0.46729,0.03750627,24,48.13514,94.05405,0.7328204,119.6164,11.45902,52.61612
KLF2,0.00011456,10,258,2.59E-06,0.5095,0.01215813,23,19.24324,37.62162,0.9002459,17.16066,0.009836066,66.87072
KLF3,1.01E-05,9,364,2.25E-06,0.422495,0.03932902,4,48.86486,97.48649,0.8991103,151.6492,22.31148,45.49662
KLF4,4.44E-05,22,434,2.82E-06,0.45266,-0.01439999,3,39.72973,73.72973,0.9190715,79.52787,12.85574,56.0582
KLF5,3.20E-05,26,328,2.67E-06,0.40363,0.02765748,5,43.75676,82.64865,0.9297452,134.8951,20.47541,47.25163
KLF6,7.15E-05,16,476,3.45E-06,0.43289,0.001621759,3,52.32432,91.32432,0.9246036,128.4754,15.6,54.33461
KLF7,0,2,598,2.89E-06,0.408365,0.01990996,11,48.7027,95.67568,0.8651097,137.8426,19.04262,52.22643
KLF8,2.14E-05,8,,3.31E-06,0.388955,0.000893704,5,31.83784,76.40541,0.6819462,54.69836,1.27541,46.82868
KLF9,1.65E-06,4,278,2.97E-06,0.394615,0.000714955,6,38.67568,80.54054,0.9165968,118.3967,15.60656,59.03956
KLHDC10,4.30E-05,10,266,2.11E-06,0.42737,0.0369969,8,52.86486,92.97297,0.8711963,117.7377,13.8623,43.31216
KLHDC2,5.69E-06,12,342,2.43E-06,0.40922,0.01206992,9,50.56757,92.64865,0.8803397,114.9574,11.68197,36.34682
KLHDC3,5.83E-05,29,259,2.22E-06,0.48914,0.04042605,21,56.18919,97.21622,0.9395601,216.3902,38.1082,51.8281
KLHDC4,1.92E-05,10,251,3.61E-06,0.56914,0.02785572,5,43.89189,82.72973,0.8694452,123.3738,18.66557,55.07559
KLHDC8B,0,1,203,1.83E-06,0.52249,0.0450794,36,42.40541,86.37838,0.9163256,84.99672,4.4,60.75699
KLHDC9,0,1,250,3.26E-06,0.48065,0.02271094,28,53.45946,87.62162,0.9553967,166.0918,28.87541,51.12892
KLHL1,0.00022738,6,1341,6.74E-06,0.34322,-0.02691654,1,41.08108,89.51351,0.8334251,106.0885,8.213115,42.4824
KLHL10,0,1,171,2.53E-06,0.51336,0.03368108,55,78.32432,99.27027,0.9552564,132.9574,13.81967,45.81124
KLHL11,6.29E-06,5,191,2.48E-06,0.49973,0.03254807,55,77.43243,88.56757,0.9848617,135.1541,18.08852,44.28197
KLHL12,0.000370033,51,318,2.21E-06,0.46751,0.02781154,14,54.24324,99,0.8067447,186.177,35.4459,45.89959
KLHL13,3.44E-05,22,,3.20E-06,0.3692667,-0.002208468,1,33.72973,86.67568,0.9235649,131.3607,15.79344,41.12382
KLHL14,9.61E-06,8,913,3.28E-06,0.38396,-0.012025,6,46.08108,85.37838,0.9136422,142.3672,20.95738,49.62127
KLHL15,9.01E-05,26,,2.13E-06,0.42215,0.04098582,8,36.97297,87.45946,0.9715617,147.777,22.01311,43.63851
KLHL17,6.89E-07,2,239,4.62E-06,0.547795,0.00914245,11,35.24324,60.43243,0.9365308,62.4,4.157377,64.69198
KLHL18,3.28E-06,13,242,1.61E-06,0.45797,0.04859419,19,42.56757,90.18919,0.8877885,104.0393,9.570492,54.05842
KLHL2,4.00E-05,25,540,4.52E-06,0.390325,0.004896284,6,45.89189,94.18919,0.6024798,141.2262,17.44918,40.49928
KLHL20,0.000252935,60,417,3.39E-06,0.39028,0.005451212,8,53,98.13514,0.8738242,144.9377,19.7082,44.35182
KLHL21,2.85E-06,9,259,1.86E-06,0.53182,0.03819577,20,36.40541,66.67568,0.9187889,29.72459,0.07540984,63.55278
KLHL22,1.48E-06,13,326,4.62E-06,0.478325,0.02780616,15,53.05405,93.54054,0.4259969,102.9016,9.534426,56.34408
KLHL23,4.02E-05,12,393,2.29E-06,0.403085,0.03471312,14,54.48649,98.78378,0.7316555,179.5803,29.88525,39.17377
KLHL24,8.94E-06,9,463,2.83E-06,0.43161,0.03226338,8,72.64865,96.89189,0.9377957,206.0689,33.98361,39.02221
KLHL25,4.43E-06,4,592,3.17E-06,0.48222,-0.01112641,5,47.45946,89.72973,0.9398307,91.07213,5.065574,60.04246
KLHL26,2.07E-05,14,222,2.11E-06,0.54368,0.03345435,34,38.45946,68.37838,0.9086469,98.4459,9.970492,64.01016
KLHL28,0,1,481,3.99E-06,0.3845,-0.0216821,4,50.45946,97.40541,0.9508289,120.5443,9.514754,39.20719
KLHL3,1.99E-05,14,409,2.46E-06,0.43412,0.02581874,3,49.86486,96.45946,0.8562553,113.7016,14.43934,49.7772
KLHL32,1.41E-05,10,1288,4.67E-06,0.3862767,-0.002295281,6,53.05405,97.91892,0.8707116,137.9311,18.05902,43.63898
KLHL34,0,1,,3.38E-06,0.35877,0.007156723,2,25.37838,46.35135,0.9627467,21.13115,0,66.29742
KLHL35,8.14E-07,3,205,1.99E-06,0.49665,0.039012,13,40.75676,77.78378,0.8806199,75.22295,9.439344,58.97102
KLHL36,3.29E-06,7,187,1.96E-06,0.49999,0.03316714,17,42.05405,80.83784,0.9176606,88.95738,7.186885,59.13359
KLHL38,8.86E-05,23,192,2.75E-06,0.44081,0.02239869,11,62.37838,98.48649,0.9431896,132.6984,14.52787,53.97442
KLHL4,0,1,,7.13E-06,0.3627933,-0.03105655,2,29.05405,74.45946,0.8879467,73.10164,2.222951,40.30724
KLHL40,0.000114579,11,329,2.03E-06,0.47187,0.0344656,12,38.89189,76.78378,0.9341652,81.79344,5.937705,59.8933
KLHL41,9.25E-06,8,418,2.34E-06,0.38625,0.02178389,10,56.2973,99.48649,0.9661373,159.5934,24.55082,40.11899
KLHL42,8.99E-05,30,387,2.55E-06,0.41046,0.011374,13,49.75676,83.45946,0.9140872,161.9279,26.35082,50.72778
KLHL5,9.27E-07,6,209,2.19E-06,0.38901,0.0463566,8,43.86486,94.05405,0.9155465,127.2033,13.60656,38.93836
KLHL6,7.73E-07,2,593,2.87E-06,0.43737,0.03230661,7,74.56757,96.18919,0.9128525,210.2066,34.23934,50.98412
KLHL7,5.88E-06,9,218,3.09E-06,0.40364,0.02495622,6,53.27027,96.18919,0.8766282,113.5902,10.69836,38.3025
KLHL8,6.41E-06,9,327,2.16E-06,0.395475,0.04334676,6,46.05405,95.40541,0.8340317,142.6131,19.78033,38.30135
KLHL9,3.56E-06,15,466,2.71E-06,0.37213,-0.01387681,17,53.48649,96.48649,0.9921966,172.2361,26.80328,40.8301
KLK1,0,1,589,3.54E-06,0.51376,0.0248582,29,44.91892,91.67568,0.946404,110.8262,11.50164,57.15759
KLK10,0.000112704,9,632,3.65E-06,0.511,0.02179882,34,42.81081,83.62162,0.9124526,99.38033,15.26885,55.85562
KLK11,5.01E-05,26,632,3.65E-06,0.511,0.02179882,34,44.24324,89.51351,0.8788805,92.87213,12.74098,57.95431
KLK13,4.38E-07,4,632,3.65E-06,0.511,0.02179882,34,43.75676,87.83784,0.906741,140.3049,25.59344,52.90453
KLK15,1.36E-05,8,589,3.54E-06,0.51376,0.0248582,29,46.02703,92.91892,0.9353321,90.54754,5.747541,59.64618
KLK2,3.39E-05,11,589,3.54E-06,0.51376,0.0248582,29,49.40541,97.21622,0.9097731,121.4656,17.22623,54.8025
KLK3,4.39E-06,7,589,3.54E-06,0.51376,0.0248582,29,48.08108,95.35135,0.9141733,138.8,17.68852,57.86012
KLK4,3.28E-07,3,606,3.60E-06,0.48,0.02882839,30,42.56757,89.56757,0.938342,169.823,30.23607,59.06554
KLK5,8.54E-05,36,606,3.60E-06,0.48,0.02882839,30,37.86486,81.21622,0.9217084,95.08197,6.344262,55.91035
KLK6,0,1,606,3.60E-06,0.48,0.02882839,30,45.97297,97.2973,0.8684335,112.8787,9.701639,55.77057
KLK7,3.32E-05,8,606,3.60E-06,0.48,0.02882839,30,45.32432,93,0.8694789,65.13115,5.147541,52.53968
KLK8,5.37E-05,14,606,3.62E-06,0.4955,0.02531361,34,49.02703,96.24324,0.9541359,141.0459,20.86557,54.55152
KLK9,0,1,632,3.65E-06,0.511,0.02179882,34,42.56757,89.97297,0.9009918,93.79344,11.03934,60.3171
KLKB1,5.60E-08,2,606,3.20E-06,0.42523,-0.002062311,13,45.83784,90.75676,0.9035288,124.5049,13.52787,39.84547
KLRC1,6.23E-06,3,334,3.20E-06,0.36825,0.000692272,22,47.56757,87.32432,0.8973611,189.7049,37.10492,35.88399
KLRC2,5.95E-06,2,334,3.22E-06,0.38283,-0.000419888,22,43.21622,84.75676,0.8905784,228.3705,47.98689,37.51635
KLRC3,0,1,334,3.22E-06,0.38283,-0.000419888,22,40.16216,81.56757,0.9022979,121.5639,20.8918,35.55337
KLRD1,0.000105968,4,331,3.27E-06,0.39466,0.00055929,17,52.89189,96.24324,0.8744042,118.4689,10.62295,36.44504
KLRF1,2.28E-06,5,648,3.68E-06,0.37272,0.03273376,11,53.56757,96.7027,0.8692544,99.76721,5.580328,34.56489
KLRG1,1.98E-07,2,416,4.54E-06,0.41772,0.01109951,16,57.51351,99.24324,0.8390921,147.7148,20.5377,44.27527
KLRG2,3.53E-07,2,428,2.31E-06,0.42457,0.02552561,12,40.43243,73.13514,0.8821649,47.22295,4.639344,58.39485
KLRK1,1.29E-07,2,334,3.22E-06,0.38283,-0.000419888,22,49.05405,93,0.8572601,113.282,11.69508,36.09089
KMT2A,0.000229526,76,192,2.25E-06,0.41963,0.04876435,18,50.2973,95.2973,0.9474635,139.5508,19.19344,44.86212
KMT2B,2.06E-05,28,321,2.52E-06,0.54052,0.02960975,40,47.05405,85.35135,0.9448084,70.84918,7.416393,59.80413
KMT2C,1.70E-05,20,616,4.50E-06,0.3962425,0.01604219,8,56.86486,96.7027,0.919869,162.6262,22.88852,42.07769
KMT2D,1.67E-05,26,214,2.37E-06,0.52782,0.06520138,27,49.75676,93.86486,0.9411928,88.8918,8.642623,56.87971
